username,acctdesc,location,following,followers,totaltweets,timestamp,retweetcount,favcount,text
Iverylovefj1,,,25,3,82,2018-02-01 17:30:54,4930,50,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
ProjectDolly,"i love plants, live music and my home Hong Kong 
#5DemandsNot1less #StandwithHK",Hong Kong,75,27,956,2014-11-20 23:27:01,75,334,"According to StandNews, the casualty is a first aider. Two rounds of tear gas were aimed at  journalists &amp; first aiders who were leaving the scene. There were no protesters. #HongKongProtests #PoliceBrutalityHK #PoliceState https://t.co/wpUCvSvIso"
akiha_HT123,"Anime and travel lover | アニメと旅行が好きな人



🇭🇰❤ Democracy&Freedom♡
#StandWithHongKong",,235,93,416,2018-02-15 16:53:30,704,988,"BREAKING! 
Made-in- #China tear gas canister got on fire suddenly!
It's highly unstable and flammable! Its quality is doubtful! I can't imagine what kind of causality #HongKongPolice want to create with these low quality weapons! 

#HongKongProstesters 
#StandWithHongKong #CCP https://t.co/DmkLuItT1l"
sonyimac100,,,135,61,2836,2011-01-08 02:27:12,187,3433,"A fireman complained to the #HongKongPolice for the unnecessary firing of Tear Gas that landed on the fire engine. Fireman was affected by the TG as well.

A few police had lost their cool; confronted, ”we are dispersing crowd” and pushed the fireman away. 
#hkpolicestate https://t.co/AAGFkuzmxL"
9mi08886626,"人稱9MI
·
不折不扣社畜一名 ·
混合究極級死港女與毒L之奇行種
·
OT以外既日常窮得只剩下吃喝玩樂 ·
經常獨自行街食飯睇戲 · 偶然沉迷動漫日劇
·
以9噏mode分享毫無內涵生活",,3,1,217,2019-07-02 17:09:55,1139,185,"#BREAKING: Dubbed as the #AirportUncle standing between #Police and #Protesters in the Int. Airport in Aug, Richard Chan running for upcoming Nov #TaiPo District Council Election is under arrest. Over hundreds of candidates gathered in Victoria Park this afo. #HongKongProtests https://t.co/v2d6YDyR4B"
bcei8964,world friends,,354,301,8541,2019-08-31 13:53:45,173,12470,"A group of #RiotPolice were attacking a fireman near Central Government Complex of HKSAR. They're not attacking a #HKer. They are attacking a fireman!!! 😨😨😨 Okay now they beat up on everyone. 😨 CLS 
#HongKongProtests
#HongKongPoliceState 
#hongkongpolicebrutality
#HongKong https://t.co/fJQIE01NUt"
chungc9tw,"A wakened Hongkonger who believes in faith, hope and love🌱 6月醒覺的廢中師奶一名",香港,259,231,1743,2010-12-17 14:53:29,161,2327,"Nov 2 [Fight For Autonomy, Stand with Hong Kong: Emergency Call for Aid and Autonomy Rally]

Several political candidates were pepper sprayed and arrested by Hong Kong Police.

It was all peaceful at the beginning, until Hong Kong Police have shown up. 
#HongKongProtests https://t.co/RaqRiQp5md"
ChengClive1,Middle aged man 照顧老人家及孩子 #hongkonger,HKYTM,3106,1123,4429,2018-08-29 08:45:49,64,4163,The riot police made a number of arrests in a trample way and hit the protester who was not resisting. It’s an approved rally. #HKPoliceState #HKPoliceBrutality #HumanRights https://t.co/94KmmdMpmq
4eI3b2iqJQBfAbQ,纽约大苹果 🍎🍎🍎,,89,32,1797,2019-07-19 10:01:36,4930,1800,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
Alexiswong37,#followbackhongkong,,339,126,1933,2012-08-15 14:41:53,874,1739,"As #HKPolice are raining tear gas on every citizen in CWB, protesters are helping street stall owners pack up shop and get out of the area

#StandWithHongKong #HongKongProtests https://t.co/oEdpnHhgHm"
hkrestnpeace,本帳戶持有人特此聲明，絕不會以任何形式自殺。,Hong Kong,22,5,86,2009-08-18 09:15:53,1,3,@ShibaniMahtani @HongKongHermit @annakamtw This is what Hong Kong Police acting like Nazi now. Please stand with us. #standwithhongkong https://t.co/3OPyZile4J
Wonglun4,,,2,0,474,2019-10-07 03:31:18,1140,476,"#BREAKING: Dubbed as the #AirportUncle standing between #Police and #Protesters in the Int. Airport in Aug, Richard Chan running for upcoming Nov #TaiPo District Council Election is under arrest. Over hundreds of candidates gathered in Victoria Park this afo. #HongKongProtests https://t.co/v2d6YDyR4B"
padTohka,"hk ppl be water, please follow and retweet, spread news to the world #FollowBackHongKong",,1220,156,2348,2014-04-01 12:29:33,4930,5168,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
Christi47257760,,,40,0,85,2019-09-05 04:38:05,455,20,"#HongKongPolice wants to kill the Hong Kong reporters.
#HongKong #HongKongPoliceState #hongkongpolicebrutality #StandwithHonKong #FreeHongKong https://t.co/quz4H3JT92"
bbgogo2,#Antimasklaw #standwithhongkong #hongkongprotest #followbackhongkong,,1538,972,6377,2019-08-31 18:27:04,112,7349,"112 1950
#HKPolice suddenly dragged a man in white shirt who just walked out from MTR Station, pushed and kicked him and sprayed the woman in blue shirt with no reason. 

#hkpolicestate #HKPoliceBrutality 

From: City Broadcasting Channel
https://t.co/bQLuIeFTXA https://t.co/f9DZlCOVdq"
scarecrow1113,,,135,166,37787,2015-01-31 05:50:42,455,10879,"#HongKongPolice wants to kill the Hong Kong reporters.
#HongKong #HongKongPoliceState #hongkongpolicebrutality #StandwithHonKong #FreeHongKong https://t.co/quz4H3JT92"
PepeCha62649732,Stand with Hong Kong,香港,87,82,38,2019-09-30 04:22:32,0,14,He is just playing a song. Insane police state. #HongKongProtests #StandWithHongKong #HongKongPoliceState https://t.co/lflW6j9I0s
Celia04813854,,,10,0,29,2019-09-30 03:32:11,614,28,"People are “meeting candidates” for the upcoming local elections, meaning they can gather without police approval. In the coming hours protestors plan to march through the city and we’ll see how the mood in #HongKong changes. #China https://t.co/AAnoScXtUg"
LTango2,,,33,13,2001,2019-09-29 14:35:38,799,2145,"Riot police arrested a number of pro-democracy District. Council candidates holding election rallies in Victoria Park.

Photo: USP. #hongkong https://t.co/kd0ZiDLpaK"
q24hpexHeqpCUvm,,,121,160,20374,2019-09-05 16:23:30,1,18270,"@AP We need help!
#HKPoliceState https://t.co/z0kkynyK0M"
kkkkk65589392,,,19,20,3603,2019-10-06 15:21:49,15,3478,"Police face no resistance as they move northwards.

Officers indicate they may fire tear gas on Nathan Road as they proceed to the Jordan Road junction. #hongkong #hongkongprotests #antiELAB https://t.co/QVAaAzslhQ"
yanyipyip,,,111,5,168,2014-01-03 07:28:30,114,79,Police tackled with firefighter at Des Voeux Rd Central for he complained tear gas fired towards his lorry. Taiwan China Television Company filmed the fight and got pepper-sprayed &amp; chased by EU HKI T2 officer #antiELAB #AntiMaskLaw #HongKongProtests https://t.co/ZrvOI0IWrL
ainzoolfong,"Remember, God is watching.

We long for a world with peace, freedom, democracy and then economic prosperity. Work together, get it done.",,156,97,1255,2019-05-22 07:52:19,1572,3535,"50 ppm Hydrogen Cyanide was detected after emission of tear gas by our chemist @ #Hongkong Causeway Bay Sogo.

The result is 5 times of OSHA !
Please RT &amp; #StandWithHongKong 
#HongKongProtests https://t.co/h0HKqcZbGj"
tonyche61454687,,,30,9,656,2019-10-06 15:50:06,149,107,"#China-made teargas canister stuck in the road. Citizen tried to pull it out, but failed
Credit - @hkgetv 
#PoliceState #StandWithHongKong #FreeHongKong #HongKong #HongKongProtests https://t.co/IkyHfFtrPH"
ashley52764996,寧鳴而死 不默而生 // #followbackhongkong #科勞手足 #手足互科,Hong Kong,655,195,298,2019-09-05 17:04:09,0,160,Um........I’m not going to discriminate but it really look so strange. #HKPoliceState #LiberateHK #StandWithHongKong #FollowBackHongKong https://t.co/J6jMojD60O
MandyLeeDUBHKG,,,1367,2128,20276,2018-01-07 16:59:15,3,40854,"Riot police outside Mira Place.
#HongKong #HongKongProtests 
#tsimshatsui https://t.co/VLI0nz1CCb"
akiha_HT123,"Anime and travel lover | アニメと旅行が好きな人



🇭🇰❤ Democracy&Freedom♡
#StandWithHongKong",,235,93,416,2018-02-15 16:53:30,815,988,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
TcnRaymond,United we stand; Divided we fall,,15,16,1104,2019-09-16 08:25:33,0,1281,"@joshuawongcf The world please impose sanctions on the gov officials and the police

Please #StandWithHongKong before all hong kong people die under the authoritarian regime!

#HongKongProtests 
#HKprotests 
#HongKong 
#China"
beeovobee,Stand with Hong Kong ❤️,,15,4,90,2019-08-28 13:22:38,128,90,Execution-style shooting: People originally was heading to Central for the rallies. They were already running and shouting for help. #HKPoliceTerrorism #hkpolicebrutality https://t.co/FzHtUGM6h6
prayinforhk,Heung Gong Yan,,86,15,682,2019-09-29 04:56:45,20,180,"Next speaker discusses key asks @AustraliaHong is asking of Australian government :
- reform #AHKFTA
- consider magnitsky style sanctions
- address concerns with CCP interference
- support for HK people in Australia, incl mitigation of visa requirements 

#HongKongProtests https://t.co/gw4MQptqux"
kkkkk65589392,,,19,20,3603,2019-10-06 15:21:49,46,3478,"Police warn they may use force, though roads remain clear of protesters. #hongkong #hongkongprotests #china https://t.co/gVmAwW7rcI"
Dariuswu,,Hong Kong,118,5,494,2009-06-28 04:31:33,0,647,"@lihkg_forum @cityusucbc A pedestrian in Mongkok #Hongkong was hit by a tear gas cannister. It was luckily the leather bag took it for her. Look at the burnt mark on the leather bag. It is devastated if it hit anyone! Spread this please! Source : 
https://t.co/MqwzZ4Azqg https://t.co/VR29ew3BlO"
amazonzx,HongKonger #FightForFreedom #StandWithHongKong 死於斯 長於斯 死於斯 #HKfollowBack #手足互科,Hong Kong,225,95,196,2013-07-17 03:41:29,2523,1103,"1. this happened in New Zealand
2. this did not happen because of 
#halloween2019 
PM @jacindaardern，why would ur country allow Chinese Amy marching on street &amp; intimatng others people supporting HongKong‘s protest
#StandWithHongKong

https://t.co/IKtQ2H2IsO"
daviddcshk,,Hong Kong,74,68,5244,2010-05-31 01:30:49,72,6689,I’m back in #Hongkong where life is normal. #China https://t.co/R3fiMaipfF
Mailman_HK,,,14,14,96,2010-09-18 11:55:32,1684,146,"Riot police arrived in police car and charged into Southorn Playground, randomly tackled a young girl to the ground.

A few dozen citizens were also charged upon and detained behind the gates for no reason.

Insanity.

#HKPoliceState 
#StandWithHongKong 

Source : @StandNewsHK https://t.co/I66qYzDEAL"
hungyaulam,"Just an ordinary guy A guy believes in Freedom, Justice and Democracy 光復香港 時代革命",Hong Kong,754,446,1430,2019-09-19 17:56:06,68,3176,"Multiple arrests have been made in Wanchai around 5pm. 

Photo: Stand News screenshot. #hongkong #hongkongprotests https://t.co/NT47KfNz4q"
ymmhyyyyyy,New to Twitter. Please support HKers to fight for freedom!,,130,112,768,2019-10-14 16:20:51,344,1759,2 months since the 8.31 #HKPoliceTerrorism https://t.co/UTjRqRJdie
AlvinMa70292858,HKG-BNE,,5,1,63,2019-10-04 06:57:36,470,7,@SolomonYue police hit firemen😓😫#MakeHongKongGreatAgain #LiberateHK #HongKongProtests #HongKongAutonomy https://t.co/elbGytRfqy
ERINYIP3,A Hong Kong people who love freedom and democracy.,,74,27,585,2019-08-17 13:37:56,421,585,"A fireman argued with #HongKongPolice because the police shot tear gas at the fire engine.

The police responded ""what the f**k did you say"", shoved the fireman into a wall, &amp; drove journalists at the scene away by pepper spraying them.

#HongKong
#HongKongProtests https://t.co/2yCPSro7oP"
FdRealize,,,7,1,28,2019-10-14 06:10:13,0,6,"#HKPoliceState
#StandWithHongKong 
Who can safe HONG KONG 🥺💔

https://t.co/B4TxTpDRKO"
Aberdee73866539,,,56,23,1303,2019-09-05 04:18:53,463,895,"HK police Chinazi??
Why would this happen in 2019 HK..

Its crazy ridiculous... speechless.. 

@SolomonYue @HawleyMO @SenRubioPress 

#chinazi #nazi #antichinazi #CPP #PoliceState #HKPoliceTerrorism #HKPoliceBrutality #FreeHK #HKprotests #甴近平 https://t.co/EN4CtcSXAW"
Acalaonfire,,,1023,177,1496,2013-02-18 14:46:27,455,11665,"#HongKongPolice wants to kill the Hong Kong reporters.
#HongKong #HongKongPoliceState #hongkongpolicebrutality #StandwithHonKong #FreeHongKong https://t.co/quz4H3JT92"
hkrestnpeace,本帳戶持有人特此聲明，絕不會以任何形式自殺。,Hong Kong,22,5,86,2009-08-18 09:15:53,1,3,@ShibaniMahtani @annakamtw The #HKPoliceTerrorists do not treat citizens as human. They believe they are hero. International sanction on HK police must be posed. Please help us!! #HKPoliceState #HKPoliceTerrorism #hkPoliceBrutalitiy #HongKongProtests #FightForFreedom #StandwithHK https://t.co/VlPtJHvige
OyangJames,,,132,79,1684,2017-05-15 06:52:03,4931,2029,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
Wing_sum,,hong kong,9,3,41,2010-05-19 08:11:48,815,16,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
felicia_freedom,"We shall not cease from exploration.
#followbackhongkong
#科勞手足",,455,302,1351,2019-09-17 14:09:27,92,745,"More than 50 arrested at the Wan Chai Southorn Playground today, most of them are girls.

They are forced to walk in lines to get on the police vehicle after being detained for hours.

#2ndNov #HongKongProtests #Chinazi #SOSHK https://t.co/xHPeoSJft3"
Vanessa_FanYC,"#standwithhk 
#LiberateHongKong 
#followbackhk",Hong Kong,309,135,1510,2012-04-04 13:08:30,1685,529,"Riot police arrived in police car and charged into Southorn Playground, randomly tackled a young girl to the ground.

A few dozen citizens were also charged upon and detained behind the gates for no reason.

Insanity.

#HKPoliceState 
#StandWithHongKong 

Source : @StandNewsHK https://t.co/I66qYzDEAL"
MelodyLoveY1,,,7,2,29,2019-09-05 02:36:21,463,80,"HK police Chinazi??
Why would this happen in 2019 HK..

Its crazy ridiculous... speechless.. 

@SolomonYue @HawleyMO @SenRubioPress 

#chinazi #nazi #antichinazi #CPP #PoliceState #HKPoliceTerrorism #HKPoliceBrutality #FreeHK #HKprotests #甴近平 https://t.co/EN4CtcSXAW"
NicholasChau7,#FollowBackHongKong,,78,17,1018,2019-04-24 05:15:38,1140,1043,"#BREAKING: Dubbed as the #AirportUncle standing between #Police and #Protesters in the Int. Airport in Aug, Richard Chan running for upcoming Nov #TaiPo District Council Election is under arrest. Over hundreds of candidates gathered in Victoria Park this afo. #HongKongProtests https://t.co/v2d6YDyR4B"
LaiKammy,,HONG KONG,0,1,69,2013-09-22 02:49:33,734,24,"Protesters are making their way to Central direction, and just like that the tear gas party has started in CWB.  Many in the crowd are still ordinary citizens without any protection gear

#StandWithHongKong #HongKongProtests https://t.co/eTDym7SRFh"
hungyaulam,"Just an ordinary guy A guy believes in Freedom, Justice and Democracy 光復香港 時代革命",Hong Kong,754,446,1431,2019-09-19 17:56:06,96,3176,"Meanwhile, a number of large banners are laid down in Central’s Edinburgh Place for the authorised rally beginning 5pm.

Photo: Stand News. #hongkong #hongkongprotests https://t.co/R9rGD1KxYf"
HKpplVerna,Stand with Hong Kong,,18,10,263,2013-09-11 15:35:04,188,312,A driver did nothing but listening to Glory to Hong Kong in his car was dragged by the #HKPolice and accused him of attacking police. #HKPoliceTerrorism https://t.co/Tsn9jU1NkW
jinnielow,silence is the loudest sound.,Earth,24,24,1467,2012-05-10 01:21:50,376,240,"#HongKongPolice threw a tear gas grenade near Southorn Playground, which detonated right above them and they were severely gassed.

A riot police was kneeling in great pain after inhaling tear gas.

#HongKong
#HongKongProtests
Source:
Stand News
https://t.co/Lr2OIASVo7 https://t.co/f7bGRr0H4J"
hisa_69,Rt＝必ずしも賛同ではないです。,日本 ,235,199,252353,2013-11-05 13:23:40,274,1844,"At around 5pm, police rush out of a side street in Wan Chai to pursue protesters, firing tear gas and pepper spray. Dozens of arrests have been made in Wan Chai this afternoon. #HongKong #HongKongProtests #antiELAB https://t.co/egUPSKkEP3"
Taz70268738,Peaceful Maker,,8,1,31,2019-11-02 13:26:34,0,0,"Are you kidding...? It's a tear gas...? Can't imagine if it hit on people....
Shame on #HongKongPolice 
#HKPoliceTerrorism https://t.co/sD5L7oZmns"
Michell62645165,.,,92,35,2399,2019-06-28 05:12:19,815,1286,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
bcei8964,world friends,,354,301,8541,2019-08-31 13:53:45,137,12470,"Entire street erupts into one of loudest ""triad"" chants ever as #HKPolice pass by after making an arrest.  This is one of the busiest intersections in TST where all sorts of people are hanging out on a Sat night

#StandWithHongKong #HongKongProtests https://t.co/yngxgdbNBR"
BrianYip0,"#HongKongProtest #5demandsNotOneLess TheKidFromHongKong, University Student, Pro-Democracy, Pro-Freedom",,136,121,2862,2019-08-15 17:22:59,240,3751,"Look at how the #HKprotesters were arrested in a queue. A few girls were shouting ""Look at this way!"" in this video clip, in order to recognize their faces which is to avoid those protesters to become a group of ""missing people"". #HongKongProtests
#HongKongPoliceState https://t.co/LBNfI7S352"
KKLau1001,"❌🇨🇳chinazi🇨🇳❌ |  極權必亡 自由必勝  |  香港人反抗  |
#科勞手足 #followbackhongkong",,489,429,359,2019-10-01 13:32:38,614,2482,"People are “meeting candidates” for the upcoming local elections, meaning they can gather without police approval. In the coming hours protestors plan to march through the city and we’ll see how the mood in #HongKong changes. #China https://t.co/AAnoScXtUg"
RubyLawHKG,"HongKonger🇭🇰 Gym, Hiking, Chill, 貓奴",Hong Kong,981,836,1090,2019-08-22 05:00:10,4933,1243,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
KayleeMok,Coffee is my life.,,105,4,646,2019-10-17 16:34:20,227,534,"A black-clad couple in masks attempt to flee as police reopen a cordon.

They are chased by riot police who apprehend them &amp; push reporters back, amid angry chants from onlookers. #HongKongProtests #hongkong #antiELAB https://t.co/XYbX9n1DaP https://t.co/y1jayQASpY"
HkgirlI,"香港人加油! 勿忘初心！
#StandwithHK #FollowBackHongKong 
#科勞手足
🇭🇰https://t.co/dAHvbwZ9Tj🇭🇰 
🚔https://t.co/uQa1xSa6kW🚔",,4510,4698,425,2019-08-21 16:13:36,4,228,"I feel shocked that #HongKong becomes a horrible place. The #HKpolice pointed an unarmed girl using a GUN. Please help the victims.
#HongKongPolice
#HKprotests
#HongKongProtests
#HKprotesters
#HongKongProtesters
#StandWithHongKong
#StandwithHK
#hkPoliceBrutalitiy
#shameonhkpolice https://t.co/LutPyaZvas"
monsterkacakaca,,,43,1,41,2019-10-04 15:33:57,455,65,"#HongKongPolice wants to kill the Hong Kong reporters.
#HongKong #HongKongPoliceState #hongkongpolicebrutality #StandwithHonKong #FreeHongKong https://t.co/quz4H3JT92"
Vanessa_FanYC,"#standwithhk 
#LiberateHongKong 
#followbackhk",Hong Kong,309,135,1510,2012-04-04 13:08:30,677,529,"A #teargas grenade is on fire. #HongKong #Police have recently started to use #China-made teargas
#HongKongRioters #PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/GE5zu4Jz3a"
mat230821,,,418,35,2069,2013-09-02 15:00:03,7,733,"Many young girls were arrested in Wan Chai this evening.

Over the past months, female protesters were reported to have been sexually assaulted or even raped by #HKPolice.

To protect those girls, please spread the news to international platform 🙏🏻

#HKPoliceState https://t.co/qY1yUB98Kp"
9mi08886626,"人稱9MI
·
不折不扣社畜一名 ·
混合究極級死港女與毒L之奇行種
·
OT以外既日常窮得只剩下吃喝玩樂 ·
經常獨自行街食飯睇戲 · 偶然沉迷動漫日劇
·
以9噏mode分享毫無內涵生活",,3,1,220,2019-07-02 17:09:55,826,185,"Police arrest Richard Chan, a candidate in district elections in Tai Po, as they clean his eyes after local media says he was pepper sprayed. 

Chan was dubbed ""airport uncle"" after he stood between police and youngsters at an airport protest earlier this summer #HongKongProtests https://t.co/QHUjsTD2eY"
AkabaYumi,"#HongKonger
#暴大 學生
Free Hong Kong, democracy now!
Fight for freedom, stand with Hong Kong!
Five demands, not one less! 
#followbackhongkong

https://t.co/0FQ11s",,684,488,2422,2019-08-26 11:15:32,1491,3059,Police usher people arrested at Southorn Playground in Wan Chai onto a coach. Onlookers tell them to look at the camera and shout out their names. #HongKong #HongKongProtests #antiELAB https://t.co/X4hvT5z2aT
YuensHK,"We are HongKongers, who fight for freedom, democracy, human rights, and our home. #StandWithHongKong #FollowBackHongKong",Hong Kong,659,342,267,2019-10-16 04:29:35,129,542,A first aider has suffered a serious injury to his back after apparently being hit by a police tear gas canister in Causeway Bay. #HongKong https://t.co/jFjXbNKlwQ
gg_freehk,Hong Kong !!💛,Hong Kong,141,62,600,2017-02-25 17:28:48,121,261,Riot police hit and run arrests of #HongKong protestors. The scene now. My BBC colleague was pushed by the police while filming. #China https://t.co/kor7ql7tWJ
hongkongers0303,,,75,12,593,2019-07-12 15:55:29,734,311,"Protesters are making their way to Central direction, and just like that the tear gas party has started in CWB.  Many in the crowd are still ordinary citizens without any protection gear

#StandWithHongKong #HongKongProtests https://t.co/eTDym7SRFh"
CS09920504,A HKer,,14,0,71,2019-10-05 09:00:57,1685,117,"Riot police arrived in police car and charged into Southorn Playground, randomly tackled a young girl to the ground.

A few dozen citizens were also charged upon and detained behind the gates for no reason.

Insanity.

#HKPoliceState 
#StandWithHongKong 

Source : @StandNewsHK https://t.co/I66qYzDEAL"
daviddcshk,,Hong Kong,74,68,5244,2010-05-31 01:30:49,614,6689,"People are “meeting candidates” for the upcoming local elections, meaning they can gather without police approval. In the coming hours protestors plan to march through the city and we’ll see how the mood in #HongKong changes. #China https://t.co/AAnoScXtUg"
benpao74705239,"1 of hopeless hongkongers，student,sometimes upload memes",hong kong,210,115,3227,2019-09-29 07:44:22,240,5261,"Look at how the #HKprotesters were arrested in a queue. A few girls were shouting ""Look at this way!"" in this video clip, in order to recognize their faces which is to avoid those protesters to become a group of ""missing people"". #HongKongProtests
#HongKongPoliceState https://t.co/LBNfI7S352"
sallyshi33,Dancer 💃🏻 Foodie 🍝 Cat Lover 🐈,,59,16,450,2019-10-17 13:59:14,0,258,"@DreamcastGuy Lovely short! Thank you!

#StandWithHongKong 
#BoycottBlizzard"
lapsapryan,#hongkong #hongkonger #followbackhongkong #fightforfreedom #standwithhongkong,,145,55,154,2019-10-11 03:28:24,1375,71,"Little kids are suffering in #HongKong🇭🇰. The #HKPolice are now even targeting kids with tear gas and/or pepper spray.

We should be outraged that @SenateMajLdr #McConnell‘s evidently choosing to appease #China &amp; block the #HKHRDA. It must be passed ASAP! https://t.co/ZvJs2t6Wp9"
WingedLionPC,#手足科勞 #Standwithhongkong #願榮光歸香港,Hong Kong,571,427,1364,2010-01-20 04:12:31,46,1586,"Police warn they may use force, though roads remain clear of protesters. #hongkong #hongkongprotests #china https://t.co/gVmAwW7rcI"
kkkkk65589392,,,19,20,3603,2019-10-06 15:21:49,227,3478,"A black-clad couple in masks attempt to flee as police reopen a cordon.

They are chased by riot police who apprehend them &amp; push reporters back, amid angry chants from onlookers. #HongKongProtests #hongkong #antiELAB https://t.co/XYbX9n1DaP https://t.co/y1jayQASpY"
AlvinMa70292858,HKG-BNE,,5,1,63,2019-10-04 06:57:36,1175,7,"Police have fired multiple rounds of tear gas into Victoria Park, where hundreds, if not thousand of people were gathering peacefully to support the ongoing pro-democracy movement. #HongKong https://t.co/YgAxoQnRSy"
zilbella,"😷👷🏻‍♂️👷🏻‍♀️Love life, be fun, be strong as always! #freeHK #freeXinjiang #freeTibet 🙏🙏 💪#boycottBlizzard #boycottriotsgame #boycottMulan #boycottVans",,284,419,9419,2019-08-26 02:45:52,0,11909,@SkyNews No one can stop our fight! Please co-sponsor and pass #HKHumanRightsandDemocracyAct ! #StandWithHongKong #FightForFreedom @SenBooker @SenBrownGSPP @SteveDagines @SenFeinstein @SenCoryGardner @ChuckGrassley @SenatorIsakson @timkaine @amyklobuchar @SenatorLankford @SenatorLeahy
ymmhyyyyyy,New to Twitter. Please support HKers to fight for freedom!,,130,112,768,2019-10-14 16:20:51,274,1759,"At around 5pm, police rush out of a side street in Wan Chai to pursue protesters, firing tear gas and pepper spray. Dozens of arrests have been made in Wan Chai this afternoon. #HongKong #HongKongProtests #antiELAB https://t.co/egUPSKkEP3"
sundysasa,,,1584,509,31744,2019-08-22 09:11:37,13,15861,"2 Nov central. #HKPolice shot the fire engine,fireman got off the vehicle to question the police and was assaulted as a result. #HKprotests #HKHumanRightsandDemocracyAct #HKPoliceTerrorism #HKPoliceState #HKPolice #HKPoliceTerrorists #hongkong @SolomonYue https://t.co/wv4rzVSsWv"
PS30098537,Smile,,187,64,460,2019-10-07 07:06:12,45,519,"More than an hour later, around 30-40 people are still being held in the corridor beside Southorn Playground. A young man told me he was supposed to meet his girlfriend here to watch a boxing match. He's worried she might be being searched. #HongKongProtests #HongKongPolice https://t.co/Q5KyECcBuI"
fight4hk1365727,"光復香港! 時代革命!
六大訴求! 缺一不可!

a Hongkonger feeling desperately heart pain with Hopes! free Hong kong, stand with Hong kong!",Hong Kong ,897,250,668,2019-08-21 00:09:36,2523,636,"1. this happened in New Zealand
2. this did not happen because of 
#halloween2019 
PM @jacindaardern，why would ur country allow Chinese Amy marching on street &amp; intimatng others people supporting HongKong‘s protest
#StandWithHongKong

https://t.co/IKtQ2H2IsO"
hungyaulam,"Just an ordinary guy A guy believes in Freedom, Justice and Democracy 光復香港 時代革命",Hong Kong,754,446,1431,2019-09-19 17:56:06,800,3176,"Riot police arrested a number of pro-democracy District. Council candidates holding election rallies in Victoria Park.

Photo: USP. #hongkong https://t.co/kd0ZiDLpaK"
OFOX1223,"香港人 HKer
仇共、好仇共、非常仇共、極端仇共！
天滅中共、光復香港！",,462,158,2272,2014-04-28 02:45:40,1491,4242,Police usher people arrested at Southorn Playground in Wan Chai onto a coach. Onlookers tell them to look at the camera and shout out their names. #HongKong #HongKongProtests #antiELAB https://t.co/X4hvT5z2aT
creambunii,奉行普世價值 holding universal values,Hong Kong,295,76,6830,2010-05-13 14:18:32,254,938,"Police breaches of teargassing and pepper spraying in residential areas must be stopped immediately.

#HKPoliceState https://t.co/pEu1lFYoNW"
brandychau1,,,19,0,73,2019-10-04 10:07:04,1685,104,"Riot police arrived in police car and charged into Southorn Playground, randomly tackled a young girl to the ground.

A few dozen citizens were also charged upon and detained behind the gates for no reason.

Insanity.

#HKPoliceState 
#StandWithHongKong 

Source : @StandNewsHK https://t.co/I66qYzDEAL"
daviddcshk,,Hong Kong,74,68,5244,2010-05-31 01:30:49,21,6689,"China made Tear gas which easily explode with high temperature flame. Crazy!!!!
#StandwithHongKong 
#PoliceState 
#PoliceBrutality https://t.co/razAJy0KJf"
tk690801,"ガチンコの愛国者でございます！🎌

                                               無言フォロー失礼します  m(_ _)m  ヨロピコ🔯",バトルグランド・大阪,425,393,5625,2014-05-17 23:43:01,1572,15477,"50 ppm Hydrogen Cyanide was detected after emission of tear gas by our chemist @ #Hongkong Causeway Bay Sogo.

The result is 5 times of OSHA !
Please RT &amp; #StandWithHongKong 
#HongKongProtests https://t.co/h0HKqcZbGj"
