username,acctdesc,location,following,followers,totaltweets,timestamp,retweetcount,favcount,text
Kelvin9199,"‘No matter where you were born, as long as you love Hong Kong, you are a Hongkonger. So we need to stand together, as Hongkonger.’",,181,29,1011,2019-09-04 15:07:24,852,822,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
AliceTamKH,"HongKonger | 90s | 社畜

🇭🇰Glory Be To Thee, Hong Kong🇭🇰
#FollowBackHongKong",Hong Kong,393,239,313,2012-04-13 08:48:43,0,1023,"#HKPolice fired tear gas to the fire truck
They didn't apologise to the firefighter, but to jump on him
In my eye, the cops in HK are terrorists, threatening and attacking Hkers
#HKPoliceState #HKPoliceTerrorism https://t.co/FtVEXpVfEn"
IHkgers,"Fright for freedom , Stand with Hong Kong",Hong Kong,87,81,4660,2019-09-26 17:13:50,47,4798,How rediculous!!  The #HKPolice shooting to the #hongkongers just like shooting the animals!!!  Minimum force?  To control the crowd?  Fuck the popo.  #HKPoliceTerrorism @SolomonYue @hoccgoomusic @joshuawongcf @UNHumanRights @SenToomey https://t.co/MDI0L5enyZ
karenlo1231,,,77,19,851,2019-09-22 18:27:27,448,831,"A fireman argued with #HongKongPolice because the police shot tear gas at the fire engine.

The police responded ""what the f**k did you say"", shoved the fireman into a wall, &amp; drove journalists at the scene away by pepper spraying them.

#HongKong
#HongKongProtests https://t.co/2yCPSro7oP"
JohnnyWhatley,"On a mission to make the world a home! 
Anthropologist and CEO of DreamHouse Co-living. @Staydreamhouse",,567,108,322,2019-09-15 15:44:33,0,240,"The bathrooms are small, but thats just Tsim Sha Tsui and at least they're private! Perfect for a short stay. @StayDreamHouse #HongKong #serviceapartments #coliving https://t.co/xR93hvyYtM"
hong8233,We are Hongkonger,,13,3,236,2019-09-04 16:26:56,46,75,"Police warn they may use force, though roads remain clear of protesters. #hongkong #hongkongprotests #china https://t.co/gVmAwW7rcI"
Cliffor00336779,,,27,6,1296,2019-05-14 12:19:39,448,1226,"A fireman argued with #HongKongPolice because the police shot tear gas at the fire engine.

The police responded ""what the f**k did you say"", shoved the fireman into a wall, &amp; drove journalists at the scene away by pepper spraying them.

#HongKong
#HongKongProtests https://t.co/2yCPSro7oP"
fangonggg,民主法制，追求宪政！,"New York, NY",706,696,2877,2017-10-10 06:27:44,110,220,"11.2 Protest: People are leaving, and the #HongKongPolice shot like they are playing video games. #HKPoliceTerrorism #HKPoliceState #antichinazi #StandWithHongKong https://t.co/Kfxwfz9QPH"
Hugomannnn,"When dictationship is a fact, revolution becomes a duty

#StandWithHongKong
#FightForFreedom",,502,454,8379,2019-06-13 06:07:12,0,12156,"@pshanley88 That is awesome
#MeiWithHongKong
#StandWithHongKong"
Dariuswu,,Hong Kong,118,5,494,2009-06-28 04:31:33,0,647,"@demosisto A pedestrian in Mongkok #Hongkong was hit by a tear gas cannister. It was luckily the leather bag took it for her. Look at the burnt mark on the leather bag. It is devastated if it hit anyone! Spread this please! Source : 
https://t.co/MqwzZ4Azqg https://t.co/LltuedTSBV"
Stand_with_HKer,an ordinary HK student who loves Hong Kong Liberate Hong Kong Revolution of Our Times #FreeHongKong #5DemandsNot1Less #StandWithHongKong #AntiChinazi,Hong Kong,201,108,320,2019-10-05 05:34:21,91,369,"The bird shotted by the tear gas.
RIP 😢

#HKPoliceTerrorism 
#hkg 
#rip 
#香港デモ 
#bird https://t.co/G8phiU2fma"
gamebonus______,"#HKbeWaterAct
#GodBlessAmerica 🇺🇸
#GodBlessHongKong 🇭🇰
#StandWithHK #5DemandsNot1Less

♻Karma acts like effect of butterfly.  It comes with surprise♻.",UK,1169,884,6082,2016-10-31 02:26:32,93,3091,"A resident walk passed the #HKPolice and  expressed ‘so smelly. Suddenly #hkPolice were out of control and shouted at the resident rudely.
#HKPoliceState #hkPoliceBrutalitiy #CCP #antichinazi #antiELAB #hkpoliceisterrorist https://t.co/mRdiWQjmfL"
0Kaylo2,HongKonger,,1860,1625,7986,2019-09-02 12:21:12,22,24262,"#HongKong DC candidates are arrested and assaulted in a election campaign. The legislation system is dead. 

#PoliceState
Source: https://t.co/nZR6cOtYwy https://t.co/2xGK223laA"
alex22545655,光復香港 時代革命,,223,78,877,2014-12-06 11:58:21,106,866,"Arrestees ALL GIRLS. 
Hard to believe they're not caught to serve the cops/PLAs in #HK especially when that's happening in #Xinjiang, and there're so many sexual abuse/ra_e allegations against #hkpolice.

#HongKongProtests
#HKPoliceState
#HKPoliceTerrorism 
@SolomonYue @HawleyMO https://t.co/2wX803P3lH"
blackpepe1,Pepe for the people #StandWithHongKong,,142,94,2133,2019-09-10 16:56:59,721,1878,"BREAKING! 
Made-in- #China tear gas canister got on fire suddenly!
It's highly unstable and flammable! Its quality is doubtful! I can't imagine what kind of causality #HongKongPolice want to create with these low quality weapons! 

#HongKongProstesters 
#StandWithHongKong #CCP https://t.co/DmkLuItT1l"
Mandy73585919,😁,,57,10,2770,2019-08-17 00:46:17,325,1003,"Police stopped and demanded student journalist covering #HongKongProtests to take off his gas mask. He said ""you are not a journalist under the anti-mask law"" https://t.co/2uZ6zUX6td"
hong8233,We are Hongkonger,,13,3,236,2019-09-04 16:26:56,233,75,"A black-clad couple in masks attempt to flee as police reopen a cordon.

They are chased by riot police who apprehend them &amp; push reporters back, amid angry chants from onlookers. #HongKongProtests #hongkong #antiELAB https://t.co/XYbX9n1DaP https://t.co/y1jayQASpY"
nevi_b_,Stand with Hong Kong 🇭🇰🎗,,138,72,412,2015-02-08 16:37:37,395,407,"#HongKongPolice threw a tear gas grenade near Southorn Playground, which detonated right above them and they were severely gassed.

A riot police was kneeling in great pain after inhaling tear gas.

#HongKong
#HongKongProtests
Source:
Stand News
https://t.co/Lr2OIASVo7 https://t.co/f7bGRr0H4J"
nana852852,852 🐈🎞📷 生於憂患死於安樂 #standwithhongkong #follobackhongkong,,264,165,295,2019-10-09 03:28:26,31,473,@joshuawongcf #HongKong police have gone so far. They follow the order of #China to suppress Hong Kong citizens. They are the #HongKongRioters #hkriots. https://t.co/mIDvkKWahG
Paglesus,Live free or die hard,"Miami, FL",15,67,290,2014-11-18 19:03:56,4990,541,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
macdiesel1215,"Young, ambitious, and open-minded. bonafied blerd and otaku. amateur tai-chi practitioner",Virginia ,378,187,20476,2014-06-25 19:41:42,4990,40549,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
William69879872,"#FollowbackHongKong 
You may say I'm a dreamer. But I'm not the only one.
祈求民主與自由萬世都不朽，
我願榮光歸香港！",,556,271,949,2019-07-22 10:43:52,4990,1888,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
villainthejoker,"You can't kill us all. What doesn't kill you, simply makes you stranger.",,328,198,136,2019-10-03 01:08:08,852,407,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
kily0524,"https://t.co/vdpO29M2PI 😷not fighting what we hate, but saving what we LOVE",,211,131,4641,2010-10-02 19:29:05,167,8031,"#China-made teargas canister stuck in the road. Citizen tried to pull it out, but failed
Credit - @hkgetv 
#PoliceState #StandWithHongKong #FreeHongKong #HongKong #HongKongProtests https://t.co/IkyHfFtrPH"
MandyCh20520065,Fight for Freedom Stand with Hong Kong🇭🇰,"元朗, 香港",135,69,591,2019-09-03 13:36:28,818,2873,"Riot police arrested a number of pro-democracy District. Council candidates holding election rallies in Victoria Park.

Photo: USP. #hongkong https://t.co/kd0ZiDLpaK"
Hugo9343104801,A Hongkonger #StandwithHongKong #FollowbackHongKong For more information: https://t.co/WzqqzGYkAB,,1422,678,3656,2019-06-28 03:52:06,0,6789,"#police are the master of #hongkong. All government departments must serve #police. 
#hongkongpolice
#PoliceState 
#firedepartment 
#SOSHK https://t.co/3eRhjQGXzh"
CHARMIE709,,Hong Kong,50,7,646,2012-07-16 20:38:08,852,737,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
beijingcalling,"Journalist, co-host of podcast Eat Drink Asia and blogger in Hong Kong. Currently Senior Reporter at @SCMPnews.",Hong Kong,513,4087,15105,2009-03-09 04:53:40,13,1858,#HongKong police have abandoned their previous position of allowing marches to continue (even without permission). The goal today was to stop protestors gathering at all. #China https://t.co/3LXLXgqaFu
kwankaihim2,Him,,29,2,327,2019-08-31 08:00:02,1394,326,"Little kids are suffering in #HongKong🇭🇰. The #HKPolice are now even targeting kids with tear gas and/or pepper spray.

We should be outraged that @SenateMajLdr #McConnell‘s evidently choosing to appease #China &amp; block the #HKHRDA. It must be passed ASAP! https://t.co/ZvJs2t6Wp9"
stongctsat,Ordinary HKer,,335,182,6295,2013-01-19 12:33:19,744,9344,"Protesters are making their way to Central direction, and just like that the tear gas party has started in CWB.  Many in the crowd are still ordinary citizens without any protection gear

#StandWithHongKong #HongKongProtests https://t.co/eTDym7SRFh"
DauDing2009,"Fight for Freedom 💪
Stand with #HongKong",,393,377,8725,2019-07-29 06:12:30,180,11018,"A group of #RiotPolice were attacking a fireman near Central Government Complex of HKSAR. They're not attacking a #HKer. They are attacking a fireman!!! 😨😨😨 Okay now they beat up on everyone. 😨 CLS 
#HongKongProtests
#HongKongPoliceState 
#hongkongpolicebrutality
#HongKong https://t.co/fJQIE01NUt"
TTTChan2,Love Hong Kong// Hongkonger/ Liberate Hong Kong Revolution of our times,,408,180,1439,2019-08-28 02:05:26,0,2534,@HongKongFP Targeting all young girls! #hkpoliceterrorist
karenlo1231,,,77,19,851,2019-09-22 18:27:27,16,831,"The HK cops pull a Porsche driver out. Witness said the driver give a thumb to the cops, then play ""The glory for HK"", after that the cops pull the driver out. 
@SolomonYue
#HKPoliceState #HKPolice #HKPoliceTerrorism #HKPF #StandwithHonKong https://t.co/RSKKl7hhX0"
ymchoi2,Conservative revolution. Free capital market economy. New world order. Make ROK & America Alliance Strong Again!. In GOD we trust.,,2212,1221,55805,2018-10-10 00:46:10,41,184,Brutality creates resistance. The #HongKong protests can last indefinitely now that #China is using force to solve a political problem. Savage tactics will not work as Beijing has lost the argument. https://t.co/MiQWEEY7p9
ghighi001," & , GRD III 同好會",Hong Kong,442,177,938,2009-11-11 22:36:39,5,251,"Positive note on #112 assembly: Despite #HKPoliceTerrorism last week and expected heavy-handed crackdown, people are still coming out to #FightforFreedom. Glad to walk with you all! #齊上齊落 💛

#StandwithHK 
#followbackhongkong 

Credit: Studio Incendo https://t.co/9jjFwovKsW"
alexlee83215649,Typical 27 years old Hong Konger,Hong Kong,169,34,913,2019-01-31 16:11:48,411,942,"@ezracheungtoto @SolomonYue @HawleyMO 
Please take a look! It just happened a hour ago.
😭😭😭This is not #HongKong anymore, it’s China, it’s hell!
Hong Kong's situation is getting worse by the day, HK people can't wait any longer.
#HKPoliceTerrorism 
#SaveHK https://t.co/Z01f7Hg74G"
kapo92165291,,,15,2,211,2019-10-02 10:51:43,467,202,"HK police Chinazi??
Why would this happen in 2019 HK..

Its crazy ridiculous... speechless.. 

@SolomonYue @HawleyMO @SenRubioPress 

#chinazi #nazi #antichinazi #CPP #PoliceState #HKPoliceTerrorism #HKPoliceBrutality #FreeHK #HKprotests #甴近平 https://t.co/EN4CtcSXAW"
Tung48366047,Five Demands Not One Less,,21,3,772,2019-10-03 11:15:32,106,781,"Arrestees ALL GIRLS. 
Hard to believe they're not caught to serve the cops/PLAs in #HK especially when that's happening in #Xinjiang, and there're so many sexual abuse/ra_e allegations against #hkpolice.

#HongKongProtests
#HKPoliceState
#HKPoliceTerrorism 
@SolomonYue @HawleyMO https://t.co/2wX803P3lH"
AliceBleu2019,Listen to what I am going to say!,,14,12,573,2010-04-25 14:29:47,0,113,These photos kept being deleted...I wonder why?🤐🤐 #HKprotests #hkpolice #hongkongpolice #HongKongPoliceTerrorism #hongkong #HongKongProtest #HongKongPoliceState #hkprotest https://t.co/UT2n0riIHq
StellaChoi12,永遠好奇,,13,4,66,2019-09-25 04:38:28,4990,69,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
FishinggorTTV,"Living in Hong Kong is like playing real life Dark souls....
but with Lv1, no armor, no weapon, no bonfire",香港,222,86,2193,2017-10-25 03:26:43,151,1280,"6 DAYS to go! Please help us to reach #1 in Most Backed Documentary Projects (only 4,500 backers behind) and share the project with your friends: https://t.co/K2DrVf5hKg

#thecityoftears #hongkong #antiELAB #standwithhongkong https://t.co/FGImcaP4XD"
SloveneFalange,"News Aggregation, mainly retweets of current events • National Syndicalist • Catholic • All strikes are justified, unionize all workers. •",Republic of Slovenia,665,197,12636,2014-09-27 17:50:21,13,6506,"Hong Kong: HKPORI Poll

Would vote for Carrie Lam (Pro-Beijing) if there were direct elections for chief executive:

Yes: 11% 

No: 82% 

Don’t Know/No Response: 7%

Field Work: 17-23/10/19
Sample Size: 1038
#HongKong"
Emily08313673,hongkonger,,19,2,612,2019-10-14 15:15:21,167,595,"#China-made teargas canister stuck in the road. Citizen tried to pull it out, but failed
Credit - @hkgetv 
#PoliceState #StandWithHongKong #FreeHongKong #HongKong #HongKongProtests https://t.co/IkyHfFtrPH"
mat230821,,,418,36,2089,2013-09-02 15:00:03,56,754,"Arrest without a reason and search without a warrant has become a norm in Hong Kong.
#HKPoliceTerrorism #HKPoliceState 
Photo credit: hkerstandwithhk https://t.co/b70iBUBiZo"
hong8233,We are Hongkonger,,13,3,236,2019-09-04 16:26:56,19,75,"Berlin now. The banner reads, ‘Fight tyranny, #StandWithHongKong.’ Vielen Dank, Berlin! https://t.co/3oAvBSP6v7"
ImKonger,,,17,2,42,2019-10-02 06:32:43,0,16,"@joshuawongcf #HK is now a police state. #HKPolice do whatever they want with no punishment. No one can stop those #HKPoliceTerrorism. Please, #StandWithHongKong #FightForFreedom. Otherwise, #chinazi will lead the world."
MaggieLoHKG,"HKer 🇭🇰 Fight for Freedom, Stand with Hong Kong!#FollowBackHongKong Learn more 👉🏻 https://t.co/vdpO29M2PI https://t.co/d0iqswBDsM",Hong Kong,1003,505,6469,2019-09-04 01:39:41,91,1270,"The bird shotted by the tear gas.
RIP 😢

#HKPoliceTerrorism 
#hkg 
#rip 
#香港デモ 
#bird https://t.co/G8phiU2fma"
alexlee83215649,Typical 27 years old Hong Konger,Hong Kong,169,34,913,2019-01-31 16:11:48,167,942,"#China-made teargas canister stuck in the road. Citizen tried to pull it out, but failed
Credit - @hkgetv 
#PoliceState #StandWithHongKong #FreeHongKong #HongKong #HongKongProtests https://t.co/IkyHfFtrPH"
LuckyTh83161216,,,27,0,307,2017-10-03 05:10:16,4990,2946,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
ccytsui,Hongkonger,,8,0,22,2019-10-16 08:42:01,4990,7,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
Taz70268738,Peaceful Maker,,8,1,31,2019-11-02 13:26:34,4,0,"HK police attacked a first aider with tear gas today! HK police acted like invaders and terrorists to HKers! Please stand with HK and sanction on HK police and HK govt! @abcnews @TheAustralia @nzherald 
#HKPoliceTerrorism https://t.co/cFyHS9jyU5"
LomLongg,#666420  #rap #trap,HONG KONG IS NOT CHINA ,63,11,112,2014-07-11 20:36:19,81,91,"Unlike other brand, #MadeInChina Tear Gas grenade actually BURST INTO FLAMES🔥 

With #HKPolice constantly firing at point-blank range, this is definitely a *lethal weapon* used by #HKPoliceTerrorists!

State-supported #HKPoliceTerrorism 
#HongKongProtests
https://t.co/zIsa94pd2X"
AridaNurwijaya2,DEMOCRACY is DEAD,Hong Kong,718,2229,11745,2018-09-24 04:45:57,852,62645,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
KellandC,"When dictatorship is a fact, revolution becomes a right.",Blue Marble,943,504,7838,2010-02-09 22:43:14,12,601,"The guy dressed in white and the girl dressed in blue just walked by and did nth,but #HongKong police suddenly caught the guy and used pepper spray towards them!

#HKPolice attacked innocent citizens without reasons,It was very insane! 

#HongKongProtests 
#HongKongRioters https://t.co/cr2SciNy9v"
kuromi_so,,,27,2,34,2019-10-15 07:03:08,196,147,"A fireman complained to the #HongKongPolice for the unnecessary firing of Tear Gas that landed on the fire engine. Fireman was affected by the TG as well.

A few police had lost their cool; confronted, ”we are dispersing crowd” and pushed the fireman away. 
#hkpolicestate https://t.co/AAGFkuzmxL"
tiffany_poon,"Five demands, not one less.",Hong Kong,33,3,55,2011-02-10 08:34:44,4922,36,"This is how #HongKongPolice attacks #HongKongProtesters even he is tied up and lied down on the floor.

#HongKong #StandWithHongKong #FreeHongKong #FreedomHK https://t.co/oeLHzp1bvc"
jason00005636,,,0,3,674,2012-10-20 12:14:32,1554,626,"Even Victoria Park has been teargassed.

District Elections candidates holding campaigns inside the park have been pepper sprayed, with one candidate being arrested.

They r within their rights and police has no grounds in arresting or stopping their campaigns.

#hkpolicestate https://t.co/5HSa3GeIkr"
blackpepe1,Pepe for the people #StandWithHongKong,,142,94,2135,2019-09-10 16:56:59,14,1879,Another evidence of China made tear  gas canister melted into the ground. Inflamed / high heat n toxic... #hkPoliceBrutalitiy #antichinazi #HKPoliceState https://t.co/DtD0kg2F3j
Sumdordor,Just a Hongkonger who loves the city 🇭🇰 All Five Demands are essential. Let's do as much as we can to save our city!,Hong Kong,569,424,1269,2009-04-04 17:42:18,0,1106,"@nachenachena The #HongKong police just wants to kill protesters. 
Not to mention how many regulations &amp; laws they have broken; &amp; how many war crimes that they have committed these days.

#HongKongProtests
#HKPoliceState
#HKPoliceTerrorists"
sebastianlotzer,"I live by the river
The Clash","Kreuzberg, Berlin",194,1796,24122,2017-05-26 11:35:03,3,21,"#LIVE: A fire has been started at an MTR station exit in Causeway Bay, triggering the sprinkler system. 
Just minutes ago, police fired rounds of tear gas near the Sogo departmental store. https://t.co/1oQmo8GYKh #hongkongprotests"
FreeHK_Chi,#FollowBackHongKong #5DemandsNot1Less ✋🏻🇭🇰光復香港 時代革命 香港人 齊上齊落💛,,935,673,849,2019-09-22 12:08:21,22,837,"#HongKong DC candidates are arrested and assaulted in a election campaign. The legislation system is dead. 

#PoliceState
Source: https://t.co/nZR6cOtYwy https://t.co/2xGK223laA"
ReneeRose723,Bernie / Warren 2020,,3557,4560,38164,2016-03-31 22:19:48,49,99921,"With every incident like this, the #HongKong police delegitimize themselves and the government. As correspondent @Michael_Yon has reported for weeks, the ranks of the youthful protestors, despite arrests, have been growing. https://t.co/wOQcgZRC6f"
freehon24269338,Thanks for your help to Free Hong Kong,,12,0,188,2019-09-28 14:44:23,847,141,"Police arrest Richard Chan, a candidate in district elections in Tai Po, as they clean his eyes after local media says he was pepper sprayed. 

Chan was dubbed ""airport uncle"" after he stood between police and youngsters at an airport protest earlier this summer #HongKongProtests https://t.co/QHUjsTD2eY"
iamwhoi60451795,,,39,0,32,2018-07-16 08:43:03,480,28,@SolomonYue police hit firemen😓😫#MakeHongKongGreatAgain #LiberateHK #HongKongProtests #HongKongAutonomy https://t.co/elbGytRfqy
mingkids613,,,65,3,254,2012-06-17 14:00:47,1701,658,"Riot police arrived in police car and charged into Southorn Playground, randomly tackled a young girl to the ground.

A few dozen citizens were also charged upon and detained behind the gates for no reason.

Insanity.

#HKPoliceState 
#StandWithHongKong 

Source : @StandNewsHK https://t.co/I66qYzDEAL"
HkjdWhite,I'm interested in a bit of everything. Follows/Retweets are not endorsements,Hong Kong,208,14,833,2017-06-03 12:53:44,409,2224,"A #police officer was asking the identity of a journalist. The journalist said he is working for @StandNewsHK. Police responded with, ""Stand News? F**k off!""
The officer hit the camera and said ""F**k off!"" again
#HongKongRioters #PoliceBrutality #PoliceState #StandWithHongKong https://t.co/SFpa7kWq53"
PYK62528519,HKer,,69,113,7719,2019-09-19 16:58:19,125,2351,"112 1950
#HKPolice suddenly dragged a man in white shirt who just walked out from MTR Station, pushed and kicked him and sprayed the woman in blue shirt with no reason. 

#hkpolicestate #HKPoliceBrutality 

From: City Broadcasting Channel
https://t.co/bQLuIeFTXA https://t.co/f9DZlCOVdq"
Cison72969709,"top,170/61想乜可以pm
游水 單車 行山 影相",Hk,1108,1101,538,2018-12-31 02:35:59,1157,5229,"Last night, a woman is being dragged on the ground, while  #HongKongPolice pointed her with a gun.

I don't want to use such word but it's a hunt.

I wonder how long it takes to be another #ConcentrationCamps beside #Xinjiang.

#HumanRights #StandWithHongKong #China70yearsOfShame https://t.co/gTF1WHHS0l"
RoostandswithHK,"’Victory at all costs, victory in spite of all terror, victory however long and hard the road may be; for without victory, there is no survival.‘ #StandwithHK",,376,339,4630,2019-09-01 03:09:03,1196,13330,"Police have fired multiple rounds of tear gas into Victoria Park, where hundreds, if not thousand of people were gathering peacefully to support the ongoing pro-democracy movement. #HongKong https://t.co/YgAxoQnRSy"
andyngaii,,香港,1972,105,59752,2011-08-12 05:06:02,56,71639,"Watch the video. Retweet the video. Let the world see how @hkpoliceforce harass and attack fireman, a member of disciplinary force in Hong Kong. #PoliceBrutalityHK #HKprotests #standwithhk https://t.co/8ws9rXjxyw"
DoroxBSx,,Hong Kong,71,30,348,2011-11-14 09:16:35,449,212,"A fireman argued with #HongKongPolice because the police shot tear gas at the fire engine.

The police responded ""what the f**k did you say"", shoved the fireman into a wall, &amp; drove journalists at the scene away by pepper spraying them.

#HongKong
#HongKongProtests https://t.co/2yCPSro7oP"
LomLongg,#666420  #rap #trap,HONG KONG IS NOT CHINA ,63,11,112,2014-07-11 20:36:19,449,91,"A fireman argued with #HongKongPolice because the police shot tear gas at the fire engine.

The police responded ""what the f**k did you say"", shoved the fireman into a wall, &amp; drove journalists at the scene away by pepper spraying them.

#HongKong
#HongKongProtests https://t.co/2yCPSro7oP"
Ccw14348622,"Gwong Fok Heung Gon, Si Doi Gak Ming.  Love drawing❤
Eng | 中 | 日(苦手)
Bi🏳️‍🌈
#香港人反抗",Hong Kong,479,827,2741,2019-09-05 11:00:42,141,3575,Execution-style shooting: People originally was heading to Central for the rallies. They were already running and shouting for help. #HKPoliceTerrorism #hkpolicebrutality https://t.co/FzHtUGM6h6
Patrick24940474,光復香港 時代革命,Hong Kong,204,83,1679,2019-06-28 03:45:36,847,5384,"Police arrest Richard Chan, a candidate in district elections in Tai Po, as they clean his eyes after local media says he was pepper sprayed. 

Chan was dubbed ""airport uncle"" after he stood between police and youngsters at an airport protest earlier this summer #HongKongProtests https://t.co/QHUjsTD2eY"
RoostandswithHK,"’Victory at all costs, victory in spite of all terror, victory however long and hard the road may be; for without victory, there is no survival.‘ #StandwithHK",,376,339,4630,2019-09-01 03:09:03,480,13330,@SolomonYue police hit firemen😓😫#MakeHongKongGreatAgain #LiberateHK #HongKongProtests #HongKongAutonomy https://t.co/elbGytRfqy
slidsuse,"香港人反抗!
五大訴求，缺一不可!
光復香港，時代革命 !
Five Demands, Not one Less.
Liberate HK, Revolution of our time.
漫長抗戰，要做好一切心理準備!
#standwithhk #freehk #科勞手足 #followbackhongkong",,2661,2323,5174,2015-10-12 15:23:18,330,5262,"Wtf #HongKongPolice.
Will these #freenix hurt you?
All peaceful events are repeatedly banned in #HongKong - one of the obvious evidence showing #HongKongPoliceState.
I think paper-crane folding will soon be banned in HK. #HongKongProtests https://t.co/3Wti23iGGK"
alexlee83215649,Typical 27 years old Hong Konger,Hong Kong,169,34,913,2019-01-31 16:11:48,369,942,"#HongKong riot police once again ignored the safety &amp; health of the citizens, they fired tear gas to the road even there are peaceful with nothing happened.

HK is a war zone &amp; become #HKPoliceState now. We are during from toxic tear gas and #HKPoliceBrutality

#HKPoliceTerrorism https://t.co/xRbwf6p2Me"
kwankaihim2,Him,,29,2,327,2019-08-31 08:00:02,180,326,"⚠️#Central Police orders rally at Edinburgh Garden and Charter Garden to end, even though both assemblies have letter of no objection issued.

#HongKong #HongKongProtests #LIHKG https://t.co/Hn7DJ6R5gD"
Ryderder1,,,85,33,303,2019-09-24 10:39:41,1528,486,Police usher people arrested at Southorn Playground in Wan Chai onto a coach. Onlookers tell them to look at the camera and shout out their names. #HongKong #HongKongProtests #antiELAB https://t.co/X4hvT5z2aT
Mayhuan37004739,"Five demands 
Not one less",Hong Kong,111,97,539,2019-09-04 17:10:27,820,664,"Riot police arrested a number of pro-democracy District. Council candidates holding election rallies in Victoria Park.

Photo: USP. #hongkong https://t.co/kd0ZiDLpaK"
fuxxhkpopo,"Fk hkpolice,hk gorvenment and chinazi
#followbackhongkong",,68,21,148,2019-10-07 08:01:08,1166,153,"#BREAKING: Dubbed as the #AirportUncle standing between #Police and #Protesters in the Int. Airport in Aug, Richard Chan running for upcoming Nov #TaiPo District Council Election is under arrest. Over hundreds of candidates gathered in Victoria Park this afo. #HongKongProtests https://t.co/v2d6YDyR4B"
sllau4,,,62,14,576,2019-09-04 13:17:03,822,780,"Osman Cheng, candidate running for Shatin District Council, was arrested in a pro-democracy election rally in Victoria Park lawn. Teargas was deployed too, but supporters persevered or a stampede could have happened. #HongKongProtests #HongKong #PoliceState https://t.co/YGzM4ePmMJ"
tonywong502,願榮光歸香港 I’m Hongkonger🇭🇰🇭🇰🇭🇰 #followback 💕✨🦄✨🌈,,255,182,1355,2019-10-01 12:26:28,80,550,This is crazy! The Porsche driver got brutally pulled out from his car just because he’s playing HK anthem #GloryToHongKong. #hkpolice accused him of assaulting and obstructing policer officer and arrested him! Isn’t it too ridiculous?🤬 #HKPoliceState #CCP #StandWithHongKong https://t.co/srW9H7HONt
64Roos,"mother of 4, nana to 5","Queensland, Australia",2620,317,10713,2017-05-22 22:35:32,348,80236,"Central.  Big shoutout to our reporters once again.  This is the abuse and attitude they have to take from #HKPolice for doing their job.  Looks like this one's feelings got hurt by @StandNewsHK before

#StandWithHongKong #HongKongProtests https://t.co/GwHrjXoqEX"
hong8233,We are Hongkonger,,13,3,236,2019-09-04 16:26:56,155,75,"The police beat the firefighter, Fuck off🤬🤬🤬🤬🤬
#HKPoliceState #HKPoliceTerrorism #hkPoliceBrutalitiy #HKHumanRightsandDemocracyAct https://t.co/xc31JU3iyG"
licheukhimtom,Reporter. HKer.,Hong Kong,222,9,164,2013-01-21 11:54:38,0,192,"As the old lay cried to beg the police not to use any force towards the people arrested, the police asked her ”don’t act here”. #HongKongProtests https://t.co/iSwr9Gr1JF"
